| searchIndex     | searchRa        | searchDec       | ned_name                     | ra              | dec             | object_type     | redshift        | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005610.99+091450.6 | 00:56:10.99     | +09:14:50.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005020.88+092424.3 | 00:50:20.89     | +09:24:24.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005017.31+092311.8 | 00:50:17.32     | +09:23:11.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005149.42+094119.3 | 00:51:49.42     | +09:41:19.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005612.52+091407.8 | 00:56:12.53     | +09:14:07.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005341.50+094404.4 | 00:53:41.51     | +09:44:04.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005553.20+082621.6 | 00:55:53.20     | +08:26:21.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 87GB[BWE91] 0050+0748        | 00:53:03.04     | +08:04:17.8     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005112.16+093633.4 | 00:51:12.16     | +09:36:33.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005321.55+080425.5 | 00:53:21.56     | +08:04:25.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004942.58+084812.1 | 00:49:42.58     | +08:48:12.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00494360+0902567      | 00:49:43.62     | +09:02:56.4     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005511.51+093406.1 | 00:55:11.51     | +09:34:06.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00511193+0812392      | 00:51:11.92     | +08:12:38.9     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005129.32+093910.7 | 00:51:29.32     | +09:39:10.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004957.99+091459.2 | 00:49:58.00     | +09:14:59.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 1RXS J005322.6+094450        | 00:53:22.60     | +09:44:50.0     | XrayS           |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005427.75+080831.9 | 00:54:27.76     | +08:08:31.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00560436+0918412      | 00:56:04.39     | +09:18:41.4     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005402+080609          | 00:54:02.25     | +08:06:09.9     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005118.45+093744.0 | 00:51:18.45     | +09:37:44.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00553136+0819241      | 00:55:31.37     | +08:19:24.4     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005349.88+080519.8 | 00:53:49.89     | +08:05:19.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005507.12+081406.4 | 00:55:07.13     | +08:14:06.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005526.38+093109.3 | 00:55:26.39     | +09:31:09.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005614.59+091343.5 | 00:56:14.59     | +09:13:43.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005405+094258          | 00:54:05.02     | +09:42:58.8     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005625.89+084455.4 | 00:56:25.90     | +08:44:55.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005607.28+083135.0 | 00:56:07.28     | +08:31:35.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005029+092736          | 00:50:29.19     | +09:27:36.0     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005114.99+093723.2 | 00:51:15.00     | +09:37:23.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005502.58+081307.6 | 00:55:02.58     | +08:13:07.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005136.50+094021.6 | 00:51:36.51     | +09:40:21.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005622.11+090843.1 | 00:56:22.12     | +09:08:43.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00560193+0920252      | 00:56:01.95     | +09:20:25.7     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005025+092651          | 00:50:25.79     | +09:26:51.9     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005403.58+094318.1 | 00:54:03.58     | +09:43:18.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005214.22+094352.1 | 00:52:14.23     | +09:43:52.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005521.48+093238.8 | 00:55:21.48     | +09:32:38.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004958.55+083259.0 | 00:49:58.55     | +08:32:59.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005627.94+090256.0 | 00:56:27.94     | +09:02:56.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005050.98+093317.5 | 00:50:50.98     | +09:33:17.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005358.75+094345.8 | 00:53:58.73     | +09:43:42.8     | G               | 0.020200        | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005246.32+094517.2 | 00:52:46.33     | +09:45:17.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005256+080345          | 00:52:56.11     | +08:03:45.2     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005511.37+093451.4 | 00:55:11.38     | +09:34:51.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005625.29+090650.1 | 00:56:25.29     | +09:06:50.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005620.85+091046.6 | 00:56:20.86     | +09:10:46.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005415.94+094231.7 | 00:54:15.94     | +09:42:31.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005629.69+084757.1 | 00:56:29.70     | +08:47:57.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005100.41+081349.6 | 00:51:00.41     | +08:13:49.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005334.87+080401.4 | 00:53:34.87     | +08:04:01.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005322.34+094532.4 | 00:53:22.34     | +09:45:32.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005118.23+093826.8 | 00:51:18.24     | +09:38:26.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005202.79+094323.2 | 00:52:02.79     | +09:43:23.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005016.06+092416.2 | 00:50:16.06     | +09:24:16.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005631.43+085100.6 | 00:56:31.44     | +08:51:00.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005029.13+092823.8 | 00:50:29.14     | +09:28:23.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005612.10+091633.7 | 00:56:12.10     | +09:16:33.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005426.44+094139.8 | 00:54:26.44     | +09:41:39.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005421.11+094212.2 | 00:54:21.11     | +09:42:12.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005154.66+080625.6 | 00:51:54.66     | +08:06:25.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005015.03+092401.7 | 00:50:15.03     | +09:24:01.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005019.50+092532.7 | 00:50:19.51     | +09:25:32.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005350.41+080437.7 | 00:53:50.42     | +08:04:37.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005302.31+094550.1 | 00:53:02.32     | +09:45:50.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005328.09+094531.0 | 00:53:28.10     | +09:45:31.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005145.99+080712.4 | 00:51:46.00     | +08:07:12.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005028.52+082054.9 | 00:50:28.53     | +08:20:54.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00553514+0819169      | 00:55:35.14     | +08:19:16.9     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005624.78+090825.9 | 00:56:24.79     | +09:08:26.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005600.84+082725.8 | 00:56:00.85     | +08:27:25.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005530.18+093116.2 | 00:55:30.19     | +09:31:16.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005555.89+082528.4 | 00:55:55.90     | +08:25:28.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005437.10+080835.1 | 00:54:37.10     | +08:08:35.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005116.24+093826.5 | 00:51:16.25     | +09:38:26.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005600.03+082653.7 | 00:56:00.04     | +08:26:53.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005253.31+080315.5 | 00:52:53.32     | +08:03:15.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005628.93+090459.5 | 00:56:28.94     | +09:04:59.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005611.95+091716.7 | 00:56:11.96     | +09:17:16.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005008.82+082657.3 | 00:50:08.83     | +08:26:57.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005114.14+093818.5 | 00:51:14.15     | +09:38:18.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005028.62+082023.1 | 00:50:28.63     | +08:20:23.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005500.31+081138.2 | 00:55:00.31     | +08:11:38.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005232.05+094533.6 | 00:52:32.06     | +09:45:33.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005440.77+080846.3 | 00:54:40.78     | +08:08:46.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004936.64+085004.8 | 00:49:36.64     | +08:50:04.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004950.47+091342.7 | 00:49:50.47     | +09:13:42.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005319.53+094607.5 | 00:53:19.53     | +09:46:07.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005518.15+093428.2 | 00:55:18.16     | +09:34:28.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00553232+0817559      | 00:55:32.31     | +08:17:56.1     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005631.05+084544.1 | 00:56:31.05     | +08:45:44.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005630.41+084451.4 | 00:56:30.41     | +08:44:51.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005042.57+081638.3 | 00:50:42.57     | +08:16:38.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005135.56+080746.1 | 00:51:35.57     | +08:07:46.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005142.52+094214.4 | 00:51:42.53     | +09:42:14.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005258.69+094622.4 | 00:52:58.70     | +09:46:22.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005004.72+082805.1 | 00:50:04.73     | +08:28:05.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005116.78+081011.4 | 00:51:16.78     | +08:10:11.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005616.90+091530.6 | 00:56:16.91     | +09:15:30.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005417.58+094313.6 | 00:54:17.59     | +09:43:13.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005634.85+085448.9 | 00:56:34.86     | +08:54:48.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005340.33+094545.0 | 00:53:40.34     | +09:45:45.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005257.55+094628.3 | 00:52:57.56     | +09:46:28.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005223.87+080340.7 | 00:52:23.88     | +08:03:40.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005619.28+091422.2 | 00:56:19.28     | +09:14:22.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004949.30+083533.0 | 00:49:49.30     | +08:35:33.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005227.57+080329.0 | 00:52:27.57     | +08:03:29.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005034.21+093056.8 | 00:50:34.21     | +09:30:56.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005032.96+093038.9 | 00:50:32.96     | +09:30:39.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005132.83+094124.6 | 00:51:32.83     | +09:41:24.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005522.28+093402.1 | 00:55:22.29     | +09:34:02.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005426.39+094234.0 | 00:54:26.40     | +09:42:34.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005544.08+082034.7 | 00:55:44.09     | +08:20:34.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005109.45+093811.8 | 00:51:09.46     | +09:38:11.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00560389+0827102      | 00:56:03.90     | +08:27:10.1     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004936.84+090325.7 | 00:49:36.85     | +09:03:25.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005432.03+080710.0 | 00:54:32.04     | +08:07:10.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004934.50+085903.5 | 00:49:34.50     | +08:59:03.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005041.96+081612.3 | 00:50:41.96     | +08:16:12.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005026.09+092904.1 | 00:50:26.09     | +09:29:04.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005630.73+090617.3 | 00:56:30.74     | +09:06:17.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00522520+0945524      | 00:52:25.19     | +09:45:52.2     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005450.20+093951.3 | 00:54:50.20     | +09:39:51.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00555934+0825129      | 00:55:59.36     | +08:25:12.6     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004938.24+090547.3 | 00:49:38.24     | +09:05:47.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005627.21+090947.5 | 00:56:27.21     | +09:09:47.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005047.42+093421.7 | 00:50:47.43     | +09:34:21.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00494291+0910197      | 00:49:42.93     | +09:10:20.0     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005440.80+094111.6 | 00:54:40.81     | +09:41:11.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005611.23+082953.7 | 00:56:11.23     | +08:29:53.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005612.21+083019.1 | 00:56:12.22     | +08:30:19.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005009.10+092350.0 | 00:50:09.10     | +09:23:50.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00555158+0822239      | 00:55:51.57     | +08:22:23.9     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004936.37+090415.3 | 00:49:36.37     | +09:04:15.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005421.22+094328.7 | 00:54:21.22     | +09:43:28.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005616.49+091709.9 | 00:56:16.50     | +09:17:10.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005636.12+084918.8 | 00:56:36.12     | +08:49:18.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005635.45+084738.7 | 00:56:35.45     | +08:47:38.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005107.77+081047.5 | 00:51:07.78     | +08:10:47.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005016.26+082237.5 | 00:50:16.26     | +08:22:37.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004950.07+091544.7 | 00:49:50.08     | +09:15:44.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004933.72+090108.1 | 00:49:33.73     | +09:01:08.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005037.82+093237.9 | 00:50:37.82     | +09:32:37.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005436.98+080714.6 | 00:54:36.99     | +08:07:14.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005423.00+080542.5 | 00:54:23.01     | +08:05:42.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005346.09+080259.8 | 00:53:46.10     | +08:02:59.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004939.45+090840.7 | 00:49:39.45     | +09:08:40.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004932.75+084916.6 | 00:49:32.75     | +08:49:16.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005337+080230          | 00:53:37.66     | +08:02:30.1     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005631.16+090812.2 | 00:56:31.17     | +09:08:12.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005636.10+084656.9 | 00:56:36.11     | +08:46:57.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005539.22+081810.4 | 00:55:39.23     | +08:18:10.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005216.49+080310.4 | 00:52:16.49     | +08:03:10.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005547.35+092855.9 | 00:55:47.36     | +09:28:56.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005626.91+091205.0 | 00:56:26.91     | +09:12:05.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004945.44+091358.2 | 00:49:45.44     | +09:13:58.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005009.32+092501.2 | 00:50:09.32     | +09:25:01.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005501.21+093905.1 | 00:55:01.21     | +09:39:05.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005635.06+090502.0 | 00:56:35.07     | +09:05:02.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004934.41+090455.0 | 00:49:34.42     | +09:04:55.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005125+080742          | 00:51:25.14     | +08:07:42.8     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005216.44+094613.7 | 00:52:16.44     | +09:46:13.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005136.99+080615.5 | 00:51:36.99     | +08:06:15.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005638.08+084853.5 | 00:56:38.09     | +08:48:53.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005108.61+093911.4 | 00:51:08.62     | +09:39:11.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004952.79+091820.9 | 00:49:52.79     | +09:18:21.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00525519+0801380      | 00:52:55.19     | +08:01:38.0     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005007.47+092432.4 | 00:50:07.48     | +09:24:32.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005637.76+084755.5 | 00:56:37.76     | +08:47:55.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005541.56+093053.4 | 00:55:41.57     | +09:30:53.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005630.52+090953.3 | 00:56:30.53     | +09:09:53.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004936.46+084141.8 | 00:49:36.47     | +08:41:41.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005608.00+082652.5 | 00:56:08.01     | +08:26:52.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005115.21+094020.7 | 00:51:15.22     | +09:40:20.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005318.11+094739.1 | 00:53:18.12     | +09:47:39.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005308.51+094745.0 | 00:53:08.51     | +09:47:45.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005606.02+082556.2 | 00:56:06.03     | +08:25:56.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005043.15+093440.5 | 00:50:43.15     | +09:34:40.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005319.68+080130.8 | 00:53:19.68     | +08:01:30.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005639+085828          | 00:56:39.89     | +08:58:28.4     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005000+082649          | 00:50:00.85     | +08:26:49.2     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005602.06+082416.6 | 00:56:02.06     | +08:24:16.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005344.81+094658.1 | 00:53:44.82     | +09:46:58.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005330+080139          | 00:53:30.26     | +08:01:39.6     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004928.89+085459.1 | 00:49:28.89     | +08:54:59.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005332.60+094730.2 | 00:53:32.61     | +09:47:30.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005353.76+094633.7 | 00:53:53.76     | +09:46:33.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005538.50+081708.0 | 00:55:38.50     | +08:17:08.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005550+082020          | 00:55:50.34     | +08:20:20.8     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005135.55+080559.0 | 00:51:35.56     | +08:05:59.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005555.74+082156.3 | 00:55:55.74     | +08:21:56.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005638.67+084645.6 | 00:56:38.67     | +08:46:45.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005537.88+081652.0 | 00:55:37.89     | +08:16:52.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005037.85+093351.9 | 00:50:37.85     | +09:33:51.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005535.69+093300.1 | 00:55:35.69     | +09:33:00.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005604.95+082457.1 | 00:56:04.96     | +08:24:57.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005521.94+093602.6 | 00:55:21.94     | +09:36:02.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005629+083704          | 00:56:29.44     | +08:37:04.8     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00560254+0824012      | 00:56:02.55     | +08:24:01.4     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005203.92+094559.8 | 00:52:03.92     | +09:45:59.8     | UvS             |                 | 
